col_1,Stage,Sub-Stage,Item,Well Type,Requirement - under either EPA's UIC Class VI or potentially,Adjust Capital Cost to Last Year of Permitting,Capitalize or Expense,Depreciation Category,"Well-Drilling, Monitoring, or Labor (as categorized in model","For Fin. Resp.: Corr. Action, Inject. Well Plug. or Em. & Re",Financial Responsibility Category,Categories for Detailed Cost Breakdown,Cost Component Name,Quantity,Units,Multiplier,Multiplier Units,Cost Component Name,Quantity,Units,Multiplier,Multiplier Units,Cost Component Name,Quantity
706,Permitting & Site Construction,4.9 Completion:,Total Other Completion Costs,Secondary Dual Completion,"Yes, § 146.86 (b) (1) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Dual Comp,,,,,,,,,,,,
707,Operations,4.9 Completion:,Total Other Completion Costs,"Satellite 1, Well 1: In Reservoir","Yes, § 146.86 (b) (1) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-In Res,,,,,,,,,,,,
708,Operations,4.9 Completion:,Total Other Completion Costs,"Satellite 1, Well 1: Conv. Strat to In Reservoir","Yes, § 146.86 (b) (1) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-In Res,,,,,,,,,,,,
709,Operations,4.9 Completion:,Total Other Completion Costs,"Satellite 1, Well 2: Dual Completion","Yes, § 146.86 (b) (1) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Dual Comp,,,,,,,,,,,,
710,Operations,4.9 Completion:,Total Other Completion Costs,"Satellite 1, Well 2: Conv. Strat to Dual Completion","Yes, § 146.86 (b) (1) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Dual Comp,,,,,,,,,,,,
711,Operations,4.9 Completion:,Total Other Completion Costs,Satellite 1 - Water Production,"Some, § 146.86 (b) (1)",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Wat Prod,,,,,,,,,,,,
712,Operations,4.9 Completion:,Total Other Completion Costs,Satellite 1 - Water Disposal,"Some, § 146.86 (b) (1)",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Wat Disp,,,,,,,,,,,,
713,Operations,4.9 Completion:,Total Other Completion Costs,"Satellite 2, Well 1: Dual Completion","Yes, § 146.86 (b) (1) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Dual Comp,,,,,,,,,,,,
714,Operations,4.9 Completion:,Total Other Completion Costs,"Satellite 2, Well 1: Conv. Strat to Dual Completion","Yes, § 146.86 (b) (1) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Dual Comp,,,,,,,,,,,,
715,Operations,4.9 Completion:,Total Other Completion Costs,"Satellite 2, Well 2: Dual Completion","Yes, § 146.86 (b) (1) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Dual Comp,,,,,,,,,,,,
716,Operations,4.9 Completion:,Total Other Completion Costs,"Satellite 2, Well 2: Conv. Strat to Dual Completion","Yes, § 146.86 (b) (1) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Dual Comp,,,,,,,,,,,,
717,Operations,4.9 Completion:,Total Other Completion Costs,Satellite 2 - Water Production,"Some, § 146.86 (b) (1)",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Wat Prod,,,,,,,,,,,,
718,Operations,4.9 Completion:,Total Other Completion Costs,Satellite 2 - Water Disposal,"Some, § 146.86 (b) (1)",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Wat Disp,,,,,,,,,,,,
719,Operations,4.9 Completion:,Total Other Completion Costs,"Satellite 3, Well 1: Above Seal","Yes, § 146.86 (b) (1) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Ab Seal,,,,,,,,,,,,
720,Operations,4.9 Completion:,Total Other Completion Costs,"Satellite 3, Well 1: Conv. Strat to Above Seal","Yes, § 146.86 (b) (1) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Ab Seal,,,,,,,,,,,,
721,Operations,4.9 Completion:,Total Other Completion Costs,"Satellite 3, Well 2: In Reservoir","Yes, § 146.86 (b) (1) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-In Res,,,,,,,,,,,,
722,Operations,4.9 Completion:,Total Other Completion Costs,"Satellite 3, Well 2: Conv. Strat to In Reservoir","Yes, § 146.86 (b) (1) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-In Res,,,,,,,,,,,,
723,Operations,4.9 Completion:,Total Other Completion Costs,Satellite 3 - Water Production,"Some, § 146.86 (b) (1)",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Wat Prod,,,,,,,,,,,,
724,Operations,4.9 Completion:,Total Other Completion Costs,Satellite 3 - Water Disposal,"Some, § 146.86 (b) (1)",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Wat Disp,,,,,,,,,,,,
725,Operations,4.9 Completion:,Total Other Completion Costs,"Satellite 4, Well 1: In Reservoir","Yes, § 146.86 (b) (1) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-In Res,,,,,,,,,,,,
726,Operations,4.9 Completion:,Total Other Completion Costs,"Satellite 4, Well 1: Conv. Strat to In Reservoir","Yes, § 146.86 (b) (1) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-In Res,,,,,,,,,,,,
727,Operations,4.9 Completion:,Total Other Completion Costs,"Satellite 4, Well 2: In Reservoir","Yes, § 146.86 (b) (1) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-In Res,,,,,,,,,,,,
728,Operations,4.9 Completion:,Total Other Completion Costs,"Satellite 4, Well 2: Conv. Strat to In Reservoir","Yes, § 146.86 (b) (1) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-In Res,,,,,,,,,,,,
729,Operations,4.9 Completion:,Total Other Completion Costs,Satellite 4 - Water Production,"Some, § 146.86 (b) (1)",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Wat Prod,,,,,,,,,,,,
730,Operations,4.9 Completion:,Total Other Completion Costs,Satellite 4 - Water Disposal,"Some, § 146.86 (b) (1)",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Wat Disp,,,,,,,,,,,,
731,Permitting & Site Construction,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,Injection,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-Inject,,,,,,,,,,,,
732,Permitting & Site Construction,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,Convert to Injection,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-Inject,,,,,,,,,,,,
733,Permitting & Site Construction,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,Primary Above Seal,"No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-Ab Seal,,,,,,,,,,,,
734,Permitting & Site Construction,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,Convert to Above Seal,"No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-Ab Seal,,,,,,,,,,,,
735,Permitting & Site Construction,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,Dual Completion,"No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-Dual Comp,,,,,,,,,,,,
736,Permitting & Site Construction,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,Paired Above Seal (uses In Res sched. for dual horiz. samp.),"No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-Ab Seal,,,,,,,,,,,,
737,Permitting & Site Construction,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,Paired In Reservoir (Dual Horizon Sampling),"No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-In Res,,,,,,,,,,,,
738,Permitting & Site Construction,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,Secondary Dual Completion,"No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-Dual Comp,,,,,,,,,,,,
739,Permitting & Site Construction,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,"Satellite 1, Well 1: In Reservoir","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-In Res,,,,,,,,,,,,
740,Operations,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,"Satellite 1, Well 1: Conv. Strat to In Reservoir","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-In Res,,,,,,,,,,,,
741,Operations,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,"Satellite 1, Well 2: Dual Completion","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-Dual Comp,,,,,,,,,,,,
742,Operations,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,"Satellite 1, Well 2: Conv. Strat to Dual Completion","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-Dual Comp,,,,,,,,,,,,
743,Operations,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,Satellite 1 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-Wat Prod,,,,,,,,,,,,
744,Operations,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,Satellite 1 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-Wat Disp,,,,,,,,,,,,
745,Operations,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,"Satellite 2, Well 1: Dual Completion","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-Dual Comp,,,,,,,,,,,,
746,Operations,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,"Satellite 2, Well 1: Conv. Strat to Dual Completion","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-Dual Comp,,,,,,,,,,,,
747,Operations,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,"Satellite 2, Well 2: Dual Completion","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-Dual Comp,,,,,,,,,,,,
748,Operations,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,"Satellite 2, Well 2: Conv. Strat to Dual Completion","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-Dual Comp,,,,,,,,,,,,
749,Operations,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,Satellite 2 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-Wat Prod,,,,,,,,,,,,
750,Operations,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,Satellite 2 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-Wat Disp,,,,,,,,,,,,
751,Operations,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,"Satellite 3, Well 1: Above Seal","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-Ab Seal,,,,,,,,,,,,
752,Operations,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,"Satellite 3, Well 1: Conv. Strat to Above Seal","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-Ab Seal,,,,,,,,,,,,
753,Operations,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,"Satellite 3, Well 2: In Reservoir","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-In Res,,,,,,,,,,,,
754,Operations,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,"Satellite 3, Well 2: Conv. Strat to In Reservoir","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-In Res,,,,,,,,,,,,
755,Operations,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,Satellite 3 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-Wat Prod,,,,,,,,,,,,
756,Operations,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,Satellite 3 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-Wat Disp,,,,,,,,,,,,
757,Operations,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,"Satellite 4, Well 1: In Reservoir","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-In Res,,,,,,,,,,,,
758,Operations,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,"Satellite 4, Well 1: Conv. Strat to In Reservoir","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-In Res,,,,,,,,,,,,
759,Operations,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,"Satellite 4, Well 2: In Reservoir","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-In Res,,,,,,,,,,,,
760,Operations,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,"Satellite 4, Well 2: Conv. Strat to In Reservoir","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-In Res,,,,,,,,,,,,
761,Operations,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,Satellite 4 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-Wat Prod,,,,,,,,,,,,
762,Operations,4.10 Downhole Equipment for Wells:,Total Cost of Downhole Equipment,Satellite 4 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Equip-Wat Disp,,,,,,,,,,,,
763,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Primary Structure Wells,No,No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
764,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Primary Structure Wells,No,No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
765,PISC and Site Closure,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Primary Structure Wells,No,No,Expense,Expense,Well-Drilling,Not Incl,PISC,Transport vessels,,,,,,,,,,,,
766,PISC and Site Closure,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Primary Structure Wells,No,No,Expense,Expense,Well-Drilling,Not Incl,PISC,Transport vessels,,,,,,,,,,,,
767,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Satellite 1 Wells,No,No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
768,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Satellite 1 Wells,No,No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
769,PISC and Site Closure,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Satellite 1 Wells,No,No,Expense,Expense,Well-Drilling,Not Incl,PISC,Transport vessels,,,,,,,,,,,,
770,PISC and Site Closure,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Satellite 1 Wells,No,No,Expense,Expense,Well-Drilling,Not Incl,PISC,Transport vessels,,,,,,,,,,,,
771,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Satellite 2 Wells,No,No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
772,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Satellite 2 Wells,No,No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
773,PISC and Site Closure,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Satellite 2 Wells,No,No,Expense,Expense,Well-Drilling,Not Incl,PISC,Transport vessels,,,,,,,,,,,,
774,PISC and Site Closure,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Satellite 2 Wells,No,No,Expense,Expense,Well-Drilling,Not Incl,PISC,Transport vessels,,,,,,,,,,,,
775,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Satellite 3 Wells,No,No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
776,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Satellite 3 Wells,No,No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
777,PISC and Site Closure,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Satellite 3 Wells,No,No,Expense,Expense,Well-Drilling,Not Incl,PISC,Transport vessels,,,,,,,,,,,,
778,PISC and Site Closure,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Satellite 3 Wells,No,No,Expense,Expense,Well-Drilling,Not Incl,PISC,Transport vessels,,,,,,,,,,,,
779,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Satellite 4 Wells,No,No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
780,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Satellite 4 Wells,No,No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
781,PISC and Site Closure,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Satellite 4 Wells,No,No,Expense,Expense,Well-Drilling,Not Incl,PISC,Transport vessels,,,,,,,,,,,,
782,PISC and Site Closure,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Satellite 4 Wells,No,No,Expense,Expense,Well-Drilling,Not Incl,PISC,Transport vessels,,,,,,,,,,,,
783,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well,Injection,No,No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well O&M-Inject,,,,,,,,,,,,
784,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Primary Above Seal,"No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well O&M-Ab Seal,,,,,,,,,,,,
785,PISC and Site Closure,4.20 Operations & Maintenance:,Annual O& M costs per well - pisc,Primary Above Seal,"No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well O&M-Ab Seal,,,,,,,,,,,,
786,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Dual Completion,"No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well O&M-Dual Comp,,,,,,,,,,,,
787,PISC and Site Closure,4.20 Operations & Maintenance:,Annual O& M costs per well - pisc,Dual Completion,"No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well O&M-Dual Comp,,,,,,,,,,,,
788,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Paired Above Seal (uses In Res sched. for dual horiz. samp.),"No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well O&M-Ab Seal,,,,,,,,,,,,
789,PISC and Site Closure,4.20 Operations & Maintenance:,Annual O& M costs per well - pisc,Paired Above Seal (uses In Res sched. for dual horiz. samp.),"No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well O&M-Ab Seal,,,,,,,,,,,,
790,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Paired In Reservoir (Dual Horizon Sampling),"No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well O&M-In Res,,,,,,,,,,,,
791,PISC and Site Closure,4.20 Operations & Maintenance:,Annual O& M costs per well - pisc,Paired In Reservoir (Dual Horizon Sampling),"No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well O&M-In Res,,,,,,,,,,,,
792,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,Secondary Dual Completion,"No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well O&M-Dual Comp,,,,,,,,,,,,
793,PISC and Site Closure,4.20 Operations & Maintenance:,Annual O& M costs per well - pisc,Secondary Dual Completion,"No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well O&M-Dual Comp,,,,,,,,,,,,
794,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,"Satellite 1, Well 1: In Reservoir","No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well O&M-In Res,,,,,,,,,,,,
795,PISC and Site Closure,4.20 Operations & Maintenance:,Annual O& M costs per well - pisc,"Satellite 1, Well 1: In Reservoir","No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well O&M-In Res,,,,,,,,,,,,
796,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,"Satellite 1, Well 2: Dual Completion","No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well O&M-Dual Comp,,,,,,,,,,,,
797,PISC and Site Closure,4.20 Operations & Maintenance:,Annual O& M costs per well - pisc,"Satellite 1, Well 2: Dual Completion","No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well O&M-Dual Comp,,,,,,,,,,,,
798,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well,Satellite 1 - All Water Production,No,No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well O&M-Wat Prod,,,,,,,,,,,,
799,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well,Satellite 1 - All Water Disposal,No,No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well O&M-Wat Disp,,,,,,,,,,,,
800,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,"Satellite 2, Well 1: Dual Completion","No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well O&M-Dual Comp,,,,,,,,,,,,
801,PISC and Site Closure,4.20 Operations & Maintenance:,Annual O& M costs per well - pisc,"Satellite 2, Well 1: Dual Completion","No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well O&M-Dual Comp,,,,,,,,,,,,
802,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,"Satellite 2, Well 2: Dual Completion","No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well O&M-Dual Comp,,,,,,,,,,,,
803,PISC and Site Closure,4.20 Operations & Maintenance:,Annual O& M costs per well - pisc,"Satellite 2, Well 2: Dual Completion","No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well O&M-Dual Comp,,,,,,,,,,,,
804,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well,Satellite 2 - All Water Production,No,No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well O&M-Wat Prod,,,,,,,,,,,,
805,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well,Satellite 2 - All Water Disposal,No,No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well O&M-Wat Disp,,,,,,,,,,,,
806,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,"Satellite 3, Well 1: Above Seal","No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well O&M-Ab Seal,,,,,,,,,,,,
807,PISC and Site Closure,4.20 Operations & Maintenance:,Annual O& M costs per well - pisc,"Satellite 3, Well 1: Above Seal","No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well O&M-Ab Seal,,,,,,,,,,,,
808,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,"Satellite 3, Well 2: In Reservoir","No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well O&M-In Res,,,,,,,,,,,,
809,PISC and Site Closure,4.20 Operations & Maintenance:,Annual O& M costs per well - pisc,"Satellite 3, Well 2: In Reservoir","No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well O&M-In Res,,,,,,,,,,,,
810,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well,Satellite 3 - All Water Production,No,No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well O&M-Wat Prod,,,,,,,,,,,,
811,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well,Satellite 3 - All Water Disposal,No,No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well O&M-Wat Disp,,,,,,,,,,,,
812,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,"Satellite 4, Well 1: In Reservoir","No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well O&M-In Res,,,,,,,,,,,,
813,PISC and Site Closure,4.20 Operations & Maintenance:,Annual O& M costs per well - pisc,"Satellite 4, Well 1: In Reservoir","No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well O&M-In Res,,,,,,,,,,,,
814,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well - ops,"Satellite 4, Well 2: In Reservoir","No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well O&M-In Res,,,,,,,,,,,,
815,PISC and Site Closure,4.20 Operations & Maintenance:,Annual O& M costs per well - pisc,"Satellite 4, Well 2: In Reservoir","No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well O&M-In Res,,,,,,,,,,,,
816,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well,Satellite 4 - All Water Production,No,No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well O&M-Wat Prod,,,,,,,,,,,,
817,Operations,4.20 Operations & Maintenance:,Annual O& M costs per well,Satellite 4 - All Water Disposal,No,No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well O&M-Wat Disp,,,,,,,,,,,,
818,Operations,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,Injection,"Yes, § 146.87 (4)(iv)",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well MIT-Inject,,,,,,,,,,,,
819,Operations,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,Dual Completion,"Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well MIT-Dual Comp,,,,,,,,,,,,
820,PISC and Site Closure,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,Dual Completion,"Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,PISC,Well MIT-Dual Comp,,,,,,,,,,,,
821,Operations,4.21 Mechanical Integrity Tests:,Total costs for MIT testing,Paired In Reservoir (Dual Horizon Sampling),"Yes, § 146.87 (4)(iv) and  § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well MIT-In Res,,,,,,,,,,,,
